Id,SalePrice
1852,133244.5114
1853,145044.3375
1854,166766.4469
1855,151856.7272
1856,221511.8066
1857,134685.4034
1858,144465.649
1859,133400.8081
1860,170999.8284
1861,133400.8081
1862,336870.5458
1863,336870.5458
1864,336870.5458
1865,346047.1706
1866,355312.9095
1867,265005.924
1868,301029.6508
1869,190155.5603
1870,245189.0734
1871,289097.3268
1872,177499.0793
1873,217533.4354
1874,144111.2597
1875,202207.1065
1876,194955.469
1877,202115.7035
1878,215007.3659
1879,114553.4657
1880,125083.8035
1881,224641.006
1882,255460.0381
1883,194681.6358
1884,199058.4154
1885,243250.4752
1886,287140.9113
1887,194934.249
1888,253291.5422
1889,162721.5644
1890,124619.8227
1891,145640.0497
1892,98785.08405
1893,122763.7605
1894,116657.7573
1895,155854.0309
1896,127209.5828
1897,126343.4531
1898,110857.9265
1899,144527.0815
1900,127035.5822
1901,160383.9646
1902,128418.6951
1903,225076.1212
1904,136178.305
1905,173461.9565
1906,167029.1589
1907,205950.9009
1908,121018.7896
1909,137517.6746
1910,135781.0447
1911,183467.2596
1912,338331.7558
1913,175517.1954
1914,67468.10356
1915,278424.4445
1916,63772.10021
1917,275475.2853
1918,132641.1195
1919,161917.5174
1920,169040.3725
1921,444252.1159
1922,323508.6693
1923,212980.957
1924,213863.2679
1925,218487.6696
1926,397466.1987
1927,117636.7594
1928,157626.1223
1929,107497.3703
1930,143874.23
1931,148336.1503
1932,133117.5789
1933,157413.2251
1934,188540.1144
1935,180968.0856
1936,177894.104
1937,185023.1542
1938,171479.8922
1939,289776.627
1940,222458.5212
1941,186196.3693
1942,182281.6122
1943,222342.9311
1944,350313.5551
1945,346347.943
1946,178526.203
1947,306409.2879
1948,182063.4526
1949,227115.51
1950,164124.323
1951,267220.3531
1952,206554.5603
1953,164195.2781
1954,182582.697
1955,125792.7955
1956,296769.7989
1957,161480.9414
1958,292831.3254
1959,145372.2353
1960,103516.5337
1961,125090.9695
1962,97285.59204
1963,97337.50344
1964,110424.5301
1965,156313.3118
1966,153503.6663
1967,276524.2224
1968,382103.1322
1969,361328.5944
1970,374130.0703
1971,378000.8559
1972,341994.6852
1973,299619.3616
1974,328837.2535
1975,425034.5394
1976,251048.7569
1977,354280.351
1978,348846.5051
1979,333020.9384
1980,187457.7853
1981,322669.8821
1982,216627.7435
1983,216627.7435
1984,180204.0641
1985,222922.7838
1986,232013.6327
1987,177233.5677
1988,186893.3555
1989,199531.6838
1990,224301.6879
1991,200097.7807
1992,194210.9932
1993,169147.3693
1994,234478.7267
1995,194587.5658
1996,270100.1638
1997,334731.094
1998,353963.7135
1999,318753.4232
2000,292886.36
2001,273423.3066
2002,267966.4099
2003,296341.6673
2004,247275.3628
2005,257942.5078
2006,228955.9806
2007,270211.2835
2008,192995.2671
2009,188090.9615
2010,192708.6201
2011,146244.5716
2012,188088.8502
2013,181456.6969
2014,188457.6936
2015,196574.0237
2016,191767.6114
2017,200936.8127
2018,133658.1714
2019,130456.9093
2020,110544.7474
2021,111099.9469
2022,173887.1878
2023,162145.0169
2024,253887.6182
2025,330983.2914
2026,184685.7164
2027,150134.4072
2028,164324.4769
2029,155553.9972
2030,257540.9985
2031,244114.0413
2032,268340.2277
2033,257403.5697
2034,158686.8264
2035,196718.8585
2036,200376.4736
2037,198161.5842
2038,331245.3569
2039,220971.2947
2040,284377.4672
2041,317294.619
2042,196150.8541
2043,172604.6487
2044,191269.2709
2045,198614.3681
2046,156346.8345
2047,139294.3109
2048,134845.9669
2049,157775.1915
2050,163095.3375
2051,115033.9886
2052,144667.656
2053,142561.8313
2054,75564.5049
2055,165078.9389
2056,134920.6224
2057,124624.6576
2058,210495.2178
2059,150974.8078
2060,162357.268
2061,175117.1076
2062,126437.5518
2063,108549.5482
2064,135619.0659
2065,119430.9693
2066,191455.4125
2067,148985.6219
2068,153612.0498
2069,84676.5424
2070,99499.00097
2071,98214.00157
2072,157060.3807
2073,140965.2328
2074,172792.3775
2075,128520.2987
2076,129441.662
2077,138596.3609
2078,119706.1192
2079,130867.1037
2080,114646.7873
2081,113857.3534
2082,129060.5409
2083,137791.1248
2084,103230.7103
2085,125747.5818
2086,145880.4861
2087,129314.3453
2088,112066.3896
2089,94952.24054
2090,128925.5811
2091,120661.8303
2092,133782.677
2093,136310.6994
2094,133333.9908
2095,190830.3149
2096,87103.88629
2097,98745.02284
2098,165588.7903
2099,61693.01751
2100,113420.1382
2101,151375.0333
2102,126681.3429
2103,99376.51707
2104,137705.2851
2105,123623.347
2106,89252.37602
2107,203118.5134
2108,112402.3462
2109,111666.3371
2110,126138.2608
2111,141192.9206
2112,149214.9024
2113,116419.2543
2114,101064.0424
2115,154941.6884
2116,130934.8607
2117,144786.2585
2118,127688.6761
2119,106507.5205
2120,119707.801
2121,96069.55184
2122,91245.66227
2123,95071.79058
2124,183834.824
2125,142544.1974
2126,164192.7611
2127,138953.4932
2128,124785.2954
2129,107726.3889
2130,126626.0192
2131,178980.1506
2132,120466.7107
2133,133326.8106
2134,122751.979
2135,110124.6077
2136,69974.24806
2137,123332.1199
2138,130885.9954
2139,144801.0362
2140,134562.4222
2141,145161.0972
2142,126144.1078
2143,144827.275
2144,135673.8788
2145,132431.798
2146,140284.519
2147,165818.7829
2148,126956.0475
2149,134558.3529
2150,208154.2667
2151,121965.9454
2152,196762.0251
2153,162789.637
2154,101607.4655
2155,116206.9882
2156,243838.296
2157,221421.0137
2158,250217.4414
2159,230752.39
2160,170095.798
2161,253291.5422
2162,438636.1031
2163,393607.8885
2164,262185.2757
2165,176238.0818
2166,143517.3874
2167,205077.6671
2168,188386.5693
2169,191238.4133
2170,199058.4154
2171,130914.8321
2172,143803.8619
2173,160647.4639
2174,242127.6355
2175,269235.6294
2176,293694.4116
2177,254336.3374
2178,227724.9013
2179,145272.6525
2180,222642.514
2181,184815.643
2182,224725.4133
2183,195054.0505
2184,118707.1469
2185,134131.8054
2186,155829.7333
2187,153753.0889
2188,152310.8211
2189,278249.8324
2190,91202.05994
2191,91351.27566
2192,80826.3515
2193,96367.89653
2194,100350.6021
2195,113656.3228
2196,106835.9277
2197,101502.7609
2198,154251.7779
2199,179740.1204
2200,120813.8429
2201,130127.5393
2202,210919.5101
2203,154723.9846
2204,165904.9148
2205,108571.3462
2206,137109.6391
2207,240369.7171
2208,233143.9249
2209,189497.6584
2210,121823.943
2211,112238.0698
2212,118100.6423
2213,88390.62644
2214,141484.6539
2215,114525.9858
2216,144076.6687
2217,83335.31434
2218,52744.00427
2219,87207.81639
2220,75542.574
2221,278424.4445
2222,241194.9952
2223,342381.8408
2224,233042.6487
2225,136179.5021
2226,182623.002
2227,205003.3004
2228,280314.4985
2229,233518.4047
2230,153615.8698
2231,230723.9492
2232,182870.6973
2233,173020.3999
2234,250747.5277
2235,213154.3309
2236,251296.8564
2237,345660.844
2238,205243.8068
2239,136556.8461
2240,177886.4067
2241,139634.5451
2242,135957.8115
2243,143093.5094
2244,107945.1282
2245,108141.8273
2246,128867.5162
2247,102147.0406
2248,116661.8015
2249,122290.0013
2250,131681.9438
2251,83502.63174
2252,174173.8267
2253,160088.6787
2254,180661.8097
2255,189200.0539
2256,184968.1713
2257,216409.0642
2258,182759.0745
2259,184388.6789
2260,160819.9726
2261,210095.7972
2262,219941.3661
2263,378402.5448
2264,447513.9925
2265,170628.9502
2266,282338.0489
2267,334406.5803
2268,387266.2271
2269,157174.9812
2270,195315.9314
2271,203877.3075
2272,190282.9873
2273,166532.8479
2274,168155.512
2275,172068.4356
2276,177949.6959
2277,175549.3703
2278,145792.4242
2279,129257.2037
2280,103202.6463
2281,184463.0715
2282,186644.3023
2283,96040.88825
2284,121122.2052
2285,146015.2478
2286,113134.4389
2287,350295.3286
2288,295701.2475
2289,368740.1796
2290,416605.9277
2291,362576.5895
2292,402076.6065
2293,458255.6924
2294,360914.7315
2295,403797.0144
2296,267927.1848
2297,360024.8396
2298,345331.854
2299,336089.4131
2300,307139.178
2301,290203.2369
2302,226636.3476
2303,241252.058
2304,254095.0972
2305,171015.1841
2306,171015.1841
2307,178128.9714
2308,240037.2497
2309,292470.0807
2310,216627.7435
2311,187796.9638
2312,191982.4827
2313,184556.8995
2314,172454.5092
2315,189339.4774
2316,217356.1243
2317,169610.3351
2318,173885.1611
2319,178546.8295
2320,184867.5716
2321,253291.5422
2322,176559.2409
2323,170101.4908
2324,165881.2076
2325,214291.0562
2326,167398.7811
2327,202992.2438
2328,219141.2227
2329,189586.1733
2330,184935.9322
2331,363221.6666
2332,350277.5869
2333,304420.1185
2334,264238.359
2335,321285.1471
2336,293226.5112
2337,185338.8874
2338,251560.8688
2339,239187.7059
2340,377418.5931
2341,237040.8258
2342,228231.051
2343,214940.0789
2344,234509.9588
2345,254095.0972
2346,220632.4145
2347,190392.6957
2348,226118.7252
2349,188178.9174
2350,288771.0144
2351,259541.1982
2352,270211.2835
2353,264313.6507
2354,141188.7093
2355,159401.5297
2356,152565.585
2357,209555.7955
2358,195389.5509
2359,146289.3246
2360,115540.4219
2361,142809.2541
2362,247924.5794
2363,139184.2079
2364,158937.3235
2365,220485.3418
2366,211532.1031
2367,228817.3384
2368,214258.202
2369,234021.7125
2370,170351.3255
2371,165482.0942
2372,184773.1336
2373,285878.9032
2374,350001.5092
2375,256407.7656
2376,269581.8268
2377,320919.4138
2378,141182.609
2379,187850.0325
2380,136467.5192
2381,155040.3695
2382,202237.9586
2383,212518.3452
2384,233273.744
2385,156004.6045
2386,133021.5816
2387,134978.2493
2388,118060.1812
2389,134482.3
2390,142626.396
2391,143561.5907
2392,111283.2775
2393,167987.8536
2394,146926.1786
2395,189147.0861
2396,144864.987
2397,195267.0571
2398,129514.2032
2399,66173.70953
2400,47497.51307
2401,115931.6529
2402,125494.2037
2403,156479.1608
2404,145729.4899
2405,157861.6947
2406,135462.231
2407,116032.1537
2408,146798.7347
2409,142462.4857
2410,173210.5689
2411,110483.9928
2412,145112.9082
2413,131095.1725
2414,124143.6091
2415,143975.9422
2416,125059.0172
2417,130330.2491
2418,120772.6693
2419,124288.4283
2420,130797.8904
2421,154540.3288
2422,107689.9875
2423,117208.7097
2424,163616.1305
2425,187026.6255
2426,132682.269
2427,123633.0502
2428,185363.2347
2429,109735.484
2430,117905.9776
2431,122271.8335
2432,134580.5935
2433,143552.2661
2434,136275.7111
2435,155031.0147
2436,114165.2712
2437,110544.7474
2438,132389.1019
2439,131665.1243
2440,122193.7924
2441,115895.4512
2442,116382.3447
2443,134861.2969
2444,128780.4398
2445,77983.71923
2446,118708.7967
2447,188901.2352
2448,140656.5125
2449,108840.5264
2450,146639.1209
2451,122943.4973
2452,180249.7547
2453,94211.57157
2454,135208.9485
2455,122475.6011
2456,113513.6476
2457,118870.2084
2458,126029.8807
2459,105625.102
2460,137568.103
2461,107650.0198
2462,130768.7738
2463,114732.7158
2464,155185.5254
2465,131133.1086
2466,118343.5055
2467,140162.2236
2468,91209.5706
2469,93538.34776
2470,175345.5775
2471,198244.474
2472,174379.0536
2473,132577.4538
2474,105225.9565
2475,217107.7331
2476,109847.0825
2477,115212.5001
2478,158251.1619
2479,116577.6152
2480,147109.0773
2481,124029.8579
2482,129077.109
2483,122653.4042
2484,126250.0177
2485,115615.0516
2486,149073.5255
2487,186258.7371
2488,158925.5718
2489,149200.7926
2490,163386.0205
2491,98348.46205
2492,184545.6388
2493,151907.4077
2494,166099.9466
2495,96714.41646
2496,270985.7258
2497,133118.8594
2498,108748.3179
2499,103777.3715
2500,138303.6598
2501,123888.8069
2502,158760.295
2503,96268.61607
2504,196657.4431
2505,211385.2242
2506,257941.7833
2507,336576.4598
2508,257941.7833
2509,225504.4549
2510,240037.2497
2511,185990.5588
2512,198991.1283
2513,207616.8397
2514,252891.8281
2515,150286.3912
2516,161026.9706
2517,133787.4894
2518,144208.1768
2519,213267.6511
2520,203006.1333
2521,199951.697
2522,207983.7917
2523,126875.913
2524,141154.8891
2525,142327.7902
2526,136135.2843
2527,126055.1175
2528,124049.1331
2529,145933.3042
2530,118089.2476
2531,225559.5854
2532,208964.2484
2533,195855.832
2534,247017.4119
2535,271347.0949
2536,234033.3025
2537,213463.9053
2538,192978.4995
2539,184202.8999
2540,178844.2684
2541,195994.1855
2542,168131.0148
2543,124752.8164
2544,122359.5211
2545,128089.0562
2546,153092.5379
2547,143138.7895
2548,162985.8549
2549,150352.1405
2550,572765.8086
2551,149146.1035
2552,120913.5621
2553,95953.95251
2554,114553.6717
2555,121822.4129
2556,108209.1434
2557,111259.4959
2558,127108.6457
2559,123460.8995
2560,127551.3494
2561,127030.0265
2562,118441.9898
2563,137347.8498
2564,174759.7917
2565,132720.6334
2566,152925.8805
2567,126596.2349
2568,159328.5057
2569,196999.1498
2570,121823.943
2571,183188.6348
2572,186268.1846
2573,200408.4367
2574,261138.2673
2575,137922.5427
2576,128996.7409
2577,158583.4688
2578,92982.18946
2579,79223.64608
2580,125519.5588
2581,126522.3948
2582,115400.7135
2583,236605.6662
2584,164113.1175
2585,200669.3004
2586,185803.1786
2587,198382.2098
2588,129819.4442
2589,143657.9912
2590,221533.983
2591,223372.6902
2592,212654.1941
2593,257681.0741
2594,172210.2878
2595,220523.4479
2596,314973.7256
2597,247681.9183
2598,258838.4257
2599,354769.195
2600,196815.3694
2601,171210.0072
2602,84337.97407
2603,100054.316
2604,73884.73112
2605,87737.9268
2606,146491.2978
2607,166851.0364
2608,207255.7327
2609,155204.4484
2610,94951.56524
2611,131471.7858
2612,141011.1411
2613,127036.544
2614,128633.0435
2615,149692.2869
2616,141569.106
2617,180489.5374
2618,204165.4296
2619,213075.0774
2620,181815.3834
2621,187726.5662
2622,191997.7033
2623,251761.0966
2624,293543.4801
2625,314354.5376
2626,167964.9996
2627,203548.0788
2628,392089.7544
2629,413039.517
2630,362981.0909
2631,409953.998
2632,397490.5696
2633,287471.4357
2634,360246.5117
2635,150553.4442
2636,182355.3804
2637,179066.1257
2638,236612.2426
2639,202826.1821
2640,142349.9469
2641,114608.5339
2642,194601.345
2643,108958.9462
2644,137517.4492
2645,99337.27618
2646,95754.9366
2647,96040.88825
2648,156114.6097
2649,138056.5382
2650,145210.0944
2651,159641.2355
2652,380186.2755
2653,253291.5422
2654,269643.0748
2655,370391.936
2656,323316.8546
2657,310557.9926
2658,291545.495
2659,367820.1541
2660,360284.1138
2661,301109.542
2662,330400.571
2663,265919.7301
2664,292332.6519
2665,305323.5502
2666,285757.3217
2667,175052.9574
2668,187922.6081
2669,175781.1247
2670,279067.301
2671,187922.6081
2672,185271.5929
2673,201433.3186
2674,202255.567
2675,178038.9634
2676,195653.2237
2677,199945.231
2678,271047.0172
2679,268463.4423
2680,276738.0342
2681,348438.3947
2682,296678.027
2683,520769.6826
2684,294435.2417
2685,289682.923
2686,242464.0381
2687,284703.0128
2688,231061.3723
2689,218249.0091
2690,462686.2041
2691,188090.9615
2692,141676.7784
2693,187186.2559
2694,142767.8835
2695,190766.467
2696,181871.2738
2697,187504.4601
2698,190101.8001
2699,181452.1406
2700,175097.269
2701,160392.4953
2702,128106.5657
2703,162532.1135
2704,144247.7323
2705,114121.395
2706,112388.6625
2707,125844.0182
2708,119420.1676
2709,100940.9958
2710,125220.5708
2711,275235.3824
2712,365077.1453
2713,177188.615
2714,151525.7696
2715,162762.6258
2716,150481.3554
2717,186679.9614
2718,246674.2398
2719,148815.2702
2720,168361.3023
2721,141182.0304
2722,150612.7374
2723,151337.0816
2724,124172.1746
2725,126321.8193
2726,128976.8786
2727,205644.1807
2728,163081.681
2729,149772.7607
2730,125998.1275
2731,131057.1098
2732,119818.586
2733,162142.592
2734,165322.5232
2735,122713.1652
2736,141555.5634
2737,113047.607
2738,155401.728
2739,169834.6825
2740,141505.0668
2741,146353.2836
2742,155721.6601
2743,134788.2781
2744,152935.9081
2745,138536.5728
2746,131039.3147
2747,155273.4062
2748,126253.8059
2749,126436.3284
2750,125285.7958
2751,124770.4426
2752,287935.8097
2753,116448.4141
2754,200943.408
2755,129422.3292
2756,91362.84862
2757,84116.64565
2758,51464.52337
2759,161762.9305
2760,145445.1352
2761,136554.9178
2762,140909.9832
2763,206981.8412
2764,172996.2932
2765,306761.4034
2766,120672.1516
2767,96794.24121
2768,127820.7808
2769,133618.1165
2770,147926.232
2771,110544.7474
2772,110666.0108
2773,126693.8761
2774,130714.8362
2775,147166.0754
2776,132346.9386
2777,149425.2286
2778,108840.7525
2779,135878.2738
2780,114991.7088
2781,96038.84857
2782,103285.5109
2783,81134.9723
2784,123009.762
2785,132745.6434
2786,56787.14128
2787,111466.8621
2788,77203.84317
2789,182034.4376
2790,88754.54967
2791,122542.5968
2792,75410.84388
2793,157429.9143
2794,83698.6754
2795,103000.534
2796,96038.84857
2797,193973.8408
2798,118936.1763
2799,103831.2629
2800,85014.48933
2801,109528.1093
2802,124752.0852
2803,175827.4488
2804,158484.7826
2805,112034.827
2806,100309.7477
2807,154903.7343
2808,142093.4324
2809,118194.4218
2810,126321.8193
2811,153674.9327
2812,142282.1168
2813,185997.6689
2814,175798.0466
2815,110572.5233
2816,239707.9895
2817,147354.4733
2818,122457.9917
2819,162331.165
2820,138913.4442
2821,127080.1517
2822,225568.1252
2823,276416.6364
2824,181277.786
2825,164999.7253
2826,127705.9505
2827,128824.4348
2828,249161.886
2829,221745.1272
2830,235735.5252
2831,184202.8999
2832,228208.4702
2833,287928.7176
2834,200103.9019
2835,215077.5076
2836,180192.0539
2837,166426.4709
2838,159713.7468
2839,191073.3852
2840,200805.2645
2841,201102.79
2842,209780.819
2843,123058.3304
2844,143200.9674
2845,111489.8539
2846,192246.4691
2847,192951.711
2848,208208.0386
2849,200505.336
2850,277949.9822
2851,248968.795
2852,242693.6839
2853,224607.5457
2854,143879.6969
2855,194314.0386
2856,200719.8858
2857,185019.7619
2858,177383.7869
2859,134890.7943
2860,115543.5626
2861,128615.5975
2862,204781.776
2863,128105.3268
2864,274111.6756
2865,145640.0497
2866,173479.6117
2867,91602.7594
2868,127812.2323
2869,111242.794
2870,155027.3891
2871,100122.6392
2872,58673.27282
2873,101858.9709
2874,139551.4078
2875,113067.1165
2876,182200.0871
2877,123944.1386
2878,156146.6038
2879,157719.2174
2880,106305.25
2881,141473.3224
2882,140527.6471
2883,171597.3191
2884,215357.3562
2885,153629.2716
2886,160731.5547
2887,106289.5305
2888,135362.1537
2889,64083.6385
2890,79401.39485
2891,138010.6699
2892,55449.87918
2893,99343.4244
2894,60061.00235
2895,276474.0445
2896,259950.0167
2897,198616.8379
2898,170672.3859
2899,250244.765
2900,148398.6906
2901,199032.284
2902,175829.4375
2903,332765.3049
2904,325148.3394
2905,107262.3207
2906,205086.6844
2907,129513.6755
2908,128084.1922
2909,163257.4634
2910,80379.83149
2911,84337.97407
2912,139565.4542
2913,84337.97407
2914,73370.71869
2915,73370.71869
2916,84623.92572
2917,158298.2933
2918,120585.274
2919,242047.983
